timestamp,open,high,low,close,volume
2024-11-01 00:00:00+00:00,2518.7,2531.26,2517.2,2529.6,1078.796025
2024-11-01 00:30:00+00:00,2529.7,2532.62,2522.36,2524.62,1032.191628
2024-11-01 01:00:00+00:00,2524.61,2530.78,2518.8,2519.7,946.447962
2024-11-01 01:30:00+00:00,2519.7,2525.3,2492.71,2501.41,6363.566016
2024-11-01 02:00:00+00:00,2501.41,2507.0,2466.02,2505.5,8695.073057
2024-11-01 02:30:00+00:00,2505.41,2512.61,2494.69,2510.19,2706.136311
2024-11-01 03:00:00+00:00,2510.2,2520.0,2508.15,2516.59,1331.506149
2024-11-01 03:30:00+00:00,2516.59,2517.69,2498.41,2502.91,1488.979072
2024-11-01 04:00:00+00:00,2502.91,2508.76,2501.2,2506.64,726.962452
2024-11-01 04:30:00+00:00,2506.64,2516.2,2505.71,2513.4,602.304688
2024-11-01 05:00:00+00:00,2513.39,2514.94,2507.62,2509.91,535.728523
2024-11-01 05:30:00+00:00,2509.92,2514.18,2508.7,2510.23,973.812748
2024-11-01 06:00:00+00:00,2510.24,2513.2,2500.0,2506.35,1342.772332
2024-11-01 06:30:00+00:00,2506.4,2513.42,2500.07,2500.43,1475.39813
2024-11-01 07:00:00+00:00,2500.42,2505.65,2485.41,2501.87,5391.118273
2024-11-01 07:30:00+00:00,2501.87,2507.8,2497.92,2503.9,1450.378273
2024-11-01 08:00:00+00:00,2503.91,2515.2,2501.42,2513.06,1420.96262
2024-11-01 08:30:00+00:00,2513.06,2514.98,2494.42,2500.81,2763.449267
2024-11-01 09:00:00+00:00,2500.82,2508.6,2498.6,2503.46,1009.207054
2024-11-01 09:30:00+00:00,2503.47,2513.37,2501.68,2510.56,1328.902259
2024-11-01 10:00:00+00:00,2510.59,2521.33,2509.0,2518.47,2139.127833
2024-11-01 10:30:00+00:00,2518.48,2525.0,2513.03,2519.01,2072.975235
2024-11-01 11:00:00+00:00,2519.0,2526.0,2518.49,2523.21,917.782775
2024-11-01 11:30:00+00:00,2523.22,2523.22,2515.6,2515.6,825.160009
2024-11-01 12:00:00+00:00,2515.61,2523.99,2515.0,2519.6,827.566581
2024-11-01 12:30:00+00:00,2519.61,2543.33,2516.63,2537.05,8079.213453
2024-11-01 13:00:00+00:00,2537.04,2539.49,2530.2,2536.53,1687.184709
2024-11-01 13:30:00+00:00,2536.49,2576.02,2535.03,2574.19,9167.128203
2024-11-01 14:00:00+00:00,2574.19,2587.0,2561.06,2574.95,10462.571627
2024-11-01 14:30:00+00:00,2574.96,2581.92,2551.07,2561.86,5750.959794
2024-11-01 15:00:00+00:00,2561.82,2565.02,2538.47,2547.4,3660.212021
2024-11-01 15:30:00+00:00,2547.41,2547.8,2481.75,2500.11,11008.117848
2024-11-01 16:00:00+00:00,2500.1,2538.0,2498.53,2523.51,4431.499048
2024-11-01 16:30:00+00:00,2523.7,2529.27,2505.55,2518.48,2589.108508
2024-11-01 17:00:00+00:00,2518.48,2530.81,2507.43,2522.66,2601.314593
2024-11-01 17:30:00+00:00,2522.87,2523.13,2509.27,2513.71,1691.006393
2024-11-01 18:00:00+00:00,2513.72,2517.7,2508.0,2516.2,2258.657855
2024-11-01 18:30:00+00:00,2516.32,2517.69,2505.81,2508.41,1719.177073
2024-11-01 19:00:00+00:00,2508.53,2513.39,2495.34,2505.38,3291.469703
2024-11-01 19:30:00+00:00,2505.29,2517.52,2504.78,2514.45,2427.681929
2024-11-01 20:00:00+00:00,2514.66,2523.55,2512.36,2522.81,2038.119335
2024-11-01 20:30:00+00:00,2522.81,2527.56,2516.97,2520.68,1686.601846
2024-11-01 21:00:00+00:00,2520.84,2520.84,2494.52,2496.76,2107.030393
2024-11-01 21:30:00+00:00,2496.77,2507.51,2485.02,2506.1,1651.93855
2024-11-01 22:00:00+00:00,2506.1,2513.0,2503.8,2505.0,441.844622
2024-11-01 22:30:00+00:00,2505.0,2514.39,2504.54,2513.3,307.415135
2024-11-01 23:00:00+00:00,2513.31,2517.4,2510.57,2515.29,556.653272
2024-11-01 23:30:00+00:00,2515.29,2516.6,2511.76,2511.76,315.906268
2024-11-02 00:00:00+00:00,2511.77,2520.04,2510.14,2517.31,814.300465
2024-11-02 00:30:00+00:00,2517.32,2517.65,2514.06,2516.1,689.040783
2024-11-02 01:00:00+00:00,2516.11,2519.89,2511.52,2515.19,503.0279
2024-11-02 01:30:00+00:00,2515.19,2517.5,2512.23,2514.9,306.731381
2024-11-02 02:00:00+00:00,2514.9,2523.46,2514.4,2522.0,452.488705
2024-11-02 02:30:00+00:00,2522.01,2522.1,2512.0,2512.09,470.880267
2024-11-02 03:00:00+00:00,2512.17,2515.56,2507.6,2508.8,439.835898
2024-11-02 03:30:00+00:00,2508.9,2512.4,2501.8,2506.79,900.757995
2024-11-02 04:00:00+00:00,2506.8,2509.21,2504.65,2505.52,442.755964
2024-11-02 04:30:00+00:00,2505.54,2506.4,2502.2,2505.39,472.153175
2024-11-02 05:00:00+00:00,2505.4,2508.6,2499.6,2506.48,641.390525
2024-11-02 05:30:00+00:00,2506.5,2513.64,2506.4,2513.08,664.211563
2024-11-02 06:00:00+00:00,2513.09,2514.0,2506.0,2508.14,348.195147
2024-11-02 06:30:00+00:00,2508.14,2512.05,2505.4,2511.88,370.759384
